Winkel Volumen Druck Temperatur 
220 454.93848457353687 1.088759781086738 300.0
221 453.00206884110924 1.0952797323856553 300.51194906377106
222 451.0178404944635 1.1020303885142628 301.03971909109873
223 448.98587198529134 1.109017713806543 301.58356242782247
224 446.90624617582426 1.1162479496935749 302.14374459256265
225 444.7790569342612 1.123727557003306 302.7205259707762
226 442.60440973883345 1.131463295242008 303.3141806183118
227 440.3824222897506 1.1394622116829451 303.9249903290214
228 438.11322512821346 1.1477316557176476 304.5532454267256
229 435.7969622616277 1.1562792945129217 305.19924572087245
230 433.43379179410044 1.165113124823707 305.8633002568357
231 431.02388656124845 1.1742414825634624 306.54572631381
232 428.5674347682892 1.18367306833928 307.2468523979255
233 426.06464063034184 1.1934169505384178 307.9670151483693
234 423.5157250138036 1.2034825864508745 308.70656077481533
235 420.92092607762396 1.2138798424406 309.46584599171365
236 418.280499913244 1.2246190109184034 310.24523788537965
237 415.59472118192343 1.2357108276154847 311.0451136266832
238 412.86388374813043 1.247166496442335 311.8658618455637
239 410.0883013076264 1.258997705039765 312.7078813807133
240 407.2683080088377 1.271216653688325 313.5715831016878
241 404.40425906606464 1.2838360743677926 314.4573889575448
242 401.49653136305034 1.2968692560400512 315.36573227619573
243 398.545524045394 1.3103300731198566 316.29705850433055
244 395.5516591002702 1.3242330159937055 317.25182607227106
245 392.5153819218948 1.3385932182014908 318.2305060742244
246 389.4371618611553 1.3534264890427063 319.2335828711962
247 386.3174927578167 1.3687493439418879 320.2615537512441
248 383.15689345369833 1.3845790397455071 321.3149293398039
249 379.95590828522757 1.4009336141349842 322.39423450624855
250 376.7151075537643 1.4178319235440742 323.50000842923504
251 373.43508797211297 1.435293686052156 324.6328053042903
252 370.116473085649 1.4533395235602826 325.7931943486768
253 366.7599136665037 1.4719910079146037 326.98176015044027
254 363.3660880792923 1.4912707108063799 328.19910326996103
255 359.93570261689155 1.51120225737294 329.44584102534446
256 356.4694918048208 1.5318103781541306 330.72260725626097
257 352.96821867282785 1.5531209681016844 332.03005295369934
258 349.4326749923337 1.5751611494657334 333.3688469846203
259 345.86368147844786 1.5979593380904136 334.73967676109663
260 342.26208795533677 1.6215453092965895 336.14324801704913
261 338.6287734837973 1.6459502728257864 337.5802856510876
262 334.96464644996104 1.6712069540052619 339.05153493087084
263 331.2706446141488 1.697349671876425 340.5577611162447
264 327.5477351189685 1.7244144269799633 342.09975008080505
265 323.7969144558572 1.7524389944713226 343.6783089484417
266 320.0192083893523 1.7814630224022054 345.29426664687463
267 316.21567183848674 1.8115281400764798 346.94847525684975
268 312.3873887148046 1.8426780674155725 348.64181030335317
269 308.53547171659835 1.8749587303404385 350.3751709350271
270 304.66106207908507 1.9084183876096177 352.14948092890955
271 300.7653292803428 1.9431077638630605 353.96568941113674
272 296.8494707029503 1.9790801880322275 355.82477107904054
273 292.91471125137963 2.0163917383512175 357.7277260986975
274 288.9623029253086 2.0551014099368414 359.67558241227437
275 284.99352434913646 2.095271280148561 361.66939585281176
276 281.009680258094 2.136966687453016 363.71025083997654
277 277.0121009414553 2.1802564207466144 365.79926098569825
278 273.0021416434657 2.2252129137990346 367.93756862506325
279 268.9811819227082 2.27191246679971 370.12634685012677
280 264.950624970735 2.3204354724697556 372.36680006014257
281 260.9118968908913 2.370866655850804 374.66016449084293
282 256.8664459383544 2.423295329809181 377.00770891773664
283 252.81574172250458 2.477815654647004 379.41073360965134
284 248.76127437283165 2.5345269286695378 381.87057164298557
285 244.70455366965905 2.593533899540654 384.3885906865047
286 240.64710814105513 2.6549470812070948 386.9661928437183
287 236.59048412735632 2.718883094420929 389.6048152191396
288 232.53624481480887 2.7854650206286293 392.30592955702605
289 228.485969239881 2.854822750922701 395.07103840315074
290 224.44125126585968 2.927093434389144 397.9016822890351
291 220.40369853338592 3.0024218639405635 400.7994348734069
292 216.3749313866268 3.080960929818196 403.76590444845726
293 212.35658177681404 3.1628720775361776 406.80273281987604
294 208.35029214490353 3.248325790898514 409.9115944123435
295 204.3577142851373 3.3375020999982548 413.09419551226006
296 200.3805081912936 3.4305911056105227 416.35227255911536
297 196.4203408874305 3.5277935403624263 419.6875920391828
298 192.47888524492063 3.629321315588071 423.1019458431977
299 188.55781878757548 3.735398135776507 426.5971521469743
300 184.6588224866492 3.846260067095101 430.1750484905044
301 180.78357954749538 3.9621561968987318 433.83749333508524
302 176.93377418962962 4.083349206142973 437.5863560761762
303 173.1110904219308 4.210116066438312 441.4235197258383
304 169.31721081468064 4.3427485909966395 445.3508670926768
305 165.55381527011062 4.481554122465304 449.3702818352148
306 161.82257979308926 4.626856079465976 453.4836355946461
307 158.12517526353912 4.778994550199625 457.6927821750124
308 154.46326621213663 4.938326815415335 461.99954770263435
309 150.8385096007949 5.105227837209573 466.40572189301645
310 147.25255360938496 5.280090583538517 470.9130400322524
311 143.70703643010094 5.463326381122455 475.523175598122
312 140.20358507082258 5.65536498908538 480.2377175777105
313 136.7438141687726 5.856654658937935 485.05815919179724
314 133.3293248157152 6.067661840845456 489.9858712137593
315 129.96170339588517 6.288870782317339 495.0220847298434
316 126.64252043778255 6.520782717862137 500.16786191370363
317 123.37332948090788 6.763914778740762 505.4240702046844
318 120.15566595846505 7.018798441070265 510.7913502357113
319 116.99104609699309 7.285977437582105 516.2700779069411
320 113.88096583384288 7.566005214776831 521.860332406146
321 110.82689975335315 7.859441471211897 527.5618435011072
322 107.83030004253091 8.166848246083244 533.3739585581961
323 104.89259546698682 8.488784622936468 539.2955727787781
324 102.01519036782763 8.82580099664303 545.3250948992775
325 99.19946368015324 9.178431451867594 551.4603618216984
326 96.44676797376539 9.547185620240347 557.6985989508106
327 93.75842851664086 9.932538218553207 564.0363231533028
328 91.1357423616824 10.334917853160105 570.4692939103443
329 88.57997745721445 10.754693248273004 576.9924117468282
330 86.09237178165456 11.19215800523552 583.5996377530483
331 83.67413250274423 11.647513515918043 590.2839163872875
332 81.32643516169593 12.120849430678533 597.037074814643
333 79.05042288256821 12.612122417397275 603.8497398614478
334 76.84720560715456 13.12113256161532 610.711237711423
335 74.71785935563842 13.647498263557365 617.609513597048
336 72.66342551323461 14.19062914324123 624.5310374659438
337 70.6849101430177 14.749698172300269 631.4607368505874
338 68.78328332510246 15.323612666770183 638.3819177608306
339 66.95947852232982 15.910986007297055 645.2762265950373
340 65.2143919725788 16.51010970152773 652.1235993229255
341 63.54888210781604 17.118928597258776 658.9022707671561
342 61.96376899996756 17.73501871062943 665.5887698647265
343 60.45983383368911 18.355571477718964 672.1579938765254
344 59.037818406091006 18.977383763790225 678.5832718670509
345 57.69842465346358 19.596858210668845 684.8365245254489
346 56.44231420504 20.210012862300495 690.888415144902
347 55.27010796381659 20.81250486673865 696.7086039068257
348 54.182385714451364 21.399666902480273 702.2660045226992
349 53.17968575824655 21.966560150892356 707.5291367081542
350 52.26250457521967 22.50804194563208 712.4664904196616
351 51.43129651326064 23.0188497930542 717.046961674749
352 50.68647350437045 23.493699661759507 721.2403199975647
353 50.0284048079714 24.245905992472792 734.668773267381
354 49.4574167812807 25.600145568846436 766.849912278118
355 48.97379267673445 27.554959436001276 817.334861093346
356 48.57777246645135 30.090763874282317 885.3343558960171
357 48.269552693724876 33.169978831339535 969.7392571594007
358 48.049286351531876 36.737982511940274 1069.1502782269265
359 47.91708278805095 40.72487497642844 1181.9160720899322
360 47.87300763918031 45.04795786312403 1306.1778947285934
361 47.91708278805095 49.61480878859625 1439.919458435462
362 48.049286351531876 54.3267700668637 1581.0198971399634
363 48.269552693724876 59.082649860506876 1727.307855035587
364 48.57777246645135 63.78242478611654 1876.6147712775357
365 48.973792676734476 68.33073686677407 2026.8254596826764
366 49.45741678128068 72.64000453361817 2175.9243889720283
367 50.0284048079714 76.63299745112246 2322.036151039145
368 50.68647350437031 80.2447789030198 2463.459176178692
369 51.43129651326062 83.42396551225256 2598.6920084716708
370 52.26250457521963 86.13330096382042 2726.4517630713963
371 53.17968575824658 88.34958549458092 2845.684782875063
372 54.182385714451314 90.06303928242289 2955.5698712631524
373 55.270107963816564 91.2762015848341 3055.5147197932088
374 56.44231420504003 92.00248037671953 3145.1463336494053
375 57.698424653463555 92.26447075613196 3224.2964056049436
376 59.037818406090985 92.09215830956008 3292.982788188003
377 60.45983383368914 91.52110437195873 3351.3879961020175
378 61.963768999967535 90.59070212389648 3399.835938807765
379 63.54888210781595 89.34256725134372 3438.7678004278887
380 65.21439197257881 87.81910996893501 3468.717962363294
381 66.95947852232968 86.06231687155207 3490.2907373202756
382 68.78328332510243 84.11275483152495 3504.138541294334
383 70.6849101430175 82.00879475406806 3510.94194326528
384 72.66342551323459 79.78604466994936 3511.3919721283305
385 74.71785935563838 77.47697231856833 3506.1748508455325
386 76.84720560715459 75.11069363061598 3495.95924415155
387 79.05042288256826 72.71290073820907 3481.3859826457306
388 81.32643516169587 70.30590388758301 3463.0601955173506
389 83.67413250274427 67.90876094299009 3441.545640763035
390 86.09237178165434 65.53747181639966 3417.361048102582
391 88.57997745721441 63.20521541497229 3390.9781372071066
392 91.13574236168223 60.92261512403644 3362.8212363926814
393 93.75842851664078 58.69801352694848 3333.2679922942566
394 96.44676797376516 56.53774875183459 3302.651118449422
395 99.19946368015319 54.44642170379706 3271.2608434378285
396 102.01519036782769 52.427147907576646 3239.3478415015356
397 104.89259546698673 50.48179129582552 3207.1265512168593
398 107.83030004253087 48.611175059857665 3174.778579273413
399 110.82689975335286 46.81527038547112 3142.4561705850506
400 113.8809658338428 45.093362542412216 3110.2856127740843
401 116.991046096993 43.44419469795712 3078.3704689541014
402 120.15566595846511 41.86609116415946 3046.7946065668075
403 123.37332948090781 40.357061849708195 3015.6249936340987
404 126.6425204377825 38.914889300354425 2984.9142074079205
405 129.96170339588494 37.53720114689237 2954.7027137057903
406 133.32932481571498 36.22152842107896 2925.0208112493146
407 136.74381416877247 34.9653534716838 2895.890397871107
408 140.2035850708223 33.76614735658336 2867.3264359089076
409 143.70703643010083 32.62139969845472 2839.338251996903
410 147.2525536093848 31.528640931185024 2811.93057469093
411 150.83850960079508 30.485459726553252 2785.104466321957
412 154.46326621213657 29.48951532569225 2758.858060975429
413 158.12517526353903 28.538546361102764 2733.1871894890696
414 161.82257979308892 27.630376476406706 2708.0858713063444
415 165.55381527011056 26.762917887367536 2683.5467396215
416 169.31721081468058 25.934172950638075 2659.561374297167
417 173.11109042193073 25.14223424173418 2636.120562383172
418 176.93377418962953 24.385283716073996 2613.2145218311543
419 180.7835795474953 23.661590985848793 2590.8330745909393
420 184.65882248664926 22.96951083569873 2568.965765492935
421 188.55781878757517 22.307480624208836 2547.6019851048763
422 192.47888524492052 21.67401724005943 2526.7310527511827
423 196.42034088743046 21.06771385702734 2506.3422780455458
424 200.3805081912935 20.48723667521619 2486.4250170276973
425 204.35771428513718 19.931321578731445 2466.968710841116
426 208.35029214490365 19.398770794908767 2447.9629132215614
427 212.3565817768141 18.888449740729314 2429.3973277746877
428 216.37493138662663 18.39928374086268 2411.2618141092707
429 220.40369853338578 17.930254992939435 2393.546408190047
430 224.44125126585942 17.480399542902425 2376.2413264600445
431 228.48596923988094 17.048804459539344 2359.336977816052
432 232.53624481480875 16.634605145635813 2342.8239759406406
433 236.59048412735643 16.236982666840575 2326.6931353582595
434 240.64710814105504 15.855161258576869 2310.935473096205
435 244.70455366965916 15.488405946523601 2295.542207803467
436 248.76127437283128 15.13602033975225 2280.5047656665324
437 252.81574172250447 14.797344492055048 2265.8147787048188
438 256.86644593835416 14.471752864173082 2251.4640804326577
439 260.91189689089094 14.158652416306408 2237.4447041005756
440 264.9506249707349 13.857480817822589 2223.748882590252
441 268.98118192270806 13.567704731656322 2210.369044078073
442 273.00214164346573 13.288818195311748 2197.2978074875073
443 277.0121009414551 13.020341107660041 2184.5279801229744
444 281.0096802580939 12.761817797272236 2172.052554432724
445 284.9935243491361 12.51281567728153 2159.8647054901294
446 288.96230292530845 12.27292395721189 2147.9577848897497
447 292.9147112513795 12.041752447631893 2136.3253178457853
448 296.84947070295044 11.818930429971598 2124.9609995970864
449 300.7653292803427 11.60410558926418 2113.85869136643
450 304.66106207908496 11.396943007061655 2103.0124160248365
451 308.53547171659847 11.197124212038965 2092.416353645045
452 312.3873887148044 11.004346293465062 2082.0648385637955
453 316.2156718384866 10.81832105873466 2071.9523551031316
454 320.01920838935195 10.638774241696593 2062.073533726654
455 323.79691445585706 10.465444758367555 2052.4231475653523
456 327.5477351189684 10.29808400234069 2042.9961083553499
457 331.27064461414886 10.136455181401091 2033.78746255441
458 334.9646464499609 9.98033269580341 2024.792388233592
459 338.628773483797 9.82950154900664 2016.006191380657
460 342.26208795533665 9.683756793115911 2007.4243024742789
461 345.86368147844775 9.542903006441467 1999.0422732258362
462 349.4326749923337 9.40675380005056 1990.8557732360898
463 352.96821867282785 9.27513135332333 1982.8605869384132
464 356.4694918048208 9.147865976495964 1975.0526107697979
465 359.93570261689155 9.024795697248544 1967.4278502802847
466 363.3660880792924 8.905765871163497 1959.9824174563144
467 366.7599136665034 8.790628813775461 1952.7125280674463
468 370.11647308564875 8.67924343813503 1945.614495718705
469 373.43508797211274 8.571474939343817 1938.6847320482736
470 376.71510755376397 8.46719448848843 1931.9197451494178
471 379.9559082852275 8.3662789362052 1925.3161363888435
472 383.1568934536982 8.26861053675611 1918.8705982754773
473 386.31749275781647 8.174076685096999 1912.5799119010403
474 389.4371618611554 8.082569651351486 1906.440940454737
475 392.5153819218946 7.993986369105688 1900.4506322009695
476 395.55165910027006 7.908228211282905 1894.6060177657407
477 398.545524045394 7.825200778412345 1888.9042075669622
478 401.49653136305034 7.744813700946374 1883.3423899642796
479 404.40425906606475 7.666980450239442 1877.9178290017055
480 407.26830800883744 7.591618155483903 1872.6278612003237
